arm,rho,seed,shift,abs_ce_bias_bits_disclosed,measurement,value_bits,quantity,distribution,fit_distribution,not_an_entropy,licensed,license_ref,definition,n_fit,n_eval,k_folds,se_bits,n_unseen_labels
naive,0.99,8,anticorrelate,,delta_transfer,3.9330262371980083,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,9,decorrelate,0.3707726255084636,CEhat_ID,0.11619293896299977,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,9,decorrelate,,CE_Q_frozen,4.795536888243992,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,9,decorrelate,0.3707726255084636,CEhat_Q_refit,1.1984679695709095,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.008585116760313363,
naive,0.99,9,decorrelate,,delta_info,1.0822750306079096,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,9,decorrelate,,delta_transfer,3.5970689186730826,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,9,anticorrelate,0.3707726255084636,CEhat_ID,0.11619293896299977,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,9,anticorrelate,,CE_Q_frozen,5.2337398690069215,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,9,anticorrelate,0.3707726255084636,CEhat_Q_refit,1.1973129486057994,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.014658247125770721,
naive,0.99,9,anticorrelate,,delta_info,1.0811200096427995,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,9,anticorrelate,,delta_transfer,4.036426920401122,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,0,decorrelate,0.3707726255084636,CEhat_ID,0.4329805541873714,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,0,decorrelate,,CE_Q_frozen,0.4370640243356451,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,0,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4442820641249548,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.017692435090534146,
lawful,0.7,0,decorrelate,,delta_info,0.011301509937583387,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,0,decorrelate,,delta_transfer,-0.007218039789309683,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,0,anticorrelate,0.3707726255084636,CEhat_ID,0.4329805541873714,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,0,anticorrelate,,CE_Q_frozen,0.44302693961919387,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,0,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.44901180021672904,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.012071657515804492,
lawful,0.7,0,anticorrelate,,delta_info,0.016031246029357626,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,0,anticorrelate,,delta_transfer,-0.005984860597535169,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,1,decorrelate,0.3707726255084636,CEhat_ID,0.4013226282715276,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,1,decorrelate,,CE_Q_frozen,0.4054534924175388,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,1,decorrelate,0.3707726255084636,CEhat_Q_refit,0.42400413121547215,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.015140356581107937,
lawful,0.7,1,decorrelate,,delta_info,0.022681502943944554,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,1,decorrelate,,delta_transfer,-0.01855063879793334,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,1,anticorrelate,0.3707726255084636,CEhat_ID,0.4013226282715276,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,1,anticorrelate,,CE_Q_frozen,0.4124902083118397,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,1,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4135825826886248,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.015824290272607414,
lawful,0.7,1,anticorrelate,,delta_info,0.012259954417097207,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,1,anticorrelate,,delta_transfer,-0.0010923743767851102,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,2,decorrelate,0.3707726255084636,CEhat_ID,0.38777492492972465,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,2,decorrelate,,CE_Q_frozen,0.3908251683822178,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,2,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4138414278325575,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.027123964587056668,
lawful,0.7,2,decorrelate,,delta_info,0.026066502902832855,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,2,decorrelate,,delta_transfer,-0.023016259450339693,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,2,anticorrelate,0.3707726255084636,CEhat_ID,0.38777492492972465,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,2,anticorrelate,,CE_Q_frozen,0.4014261646021745,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,2,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.41628032357680383,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.0264389917789835,
lawful,0.7,2,anticorrelate,,delta_info,0.028505398647079183,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,2,anticorrelate,,delta_transfer,-0.014854158974629328,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,3,decorrelate,0.3707726255084636,CEhat_ID,0.41074795117068646,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,3,decorrelate,,CE_Q_frozen,0.41775855057855404,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,3,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4490420287628412,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.013855928534840975,
lawful,0.7,3,decorrelate,,delta_info,0.03829407759215475,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,3,decorrelate,,delta_transfer,-0.03128347818428717,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,3,anticorrelate,0.3707726255084636,CEhat_ID,0.41074795117068646,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,3,anticorrelate,,CE_Q_frozen,0.42701538966840563,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,3,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.44149894479160745,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.011136756233367587,
lawful,0.7,3,anticorrelate,,delta_info,0.030750993620920986,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,3,anticorrelate,,delta_transfer,-0.014483555123201819,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,4,decorrelate,0.3707726255084636,CEhat_ID,0.4511876903232031,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,4,decorrelate,,CE_Q_frozen,0.45368300240351905,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,4,decorrelate,0.3707726255084636,CEhat_Q_refit,0.46568078753990927,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01634481833706318,
lawful,0.7,4,decorrelate,,delta_info,0.014493097216706163,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,4,decorrelate,,delta_transfer,-0.011997785136390215,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,4,anticorrelate,0.3707726255084636,CEhat_ID,0.4511876903232031,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,4,anticorrelate,,CE_Q_frozen,0.4628010263507481,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,4,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.45058595690374864,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.013289364379821283,
lawful,0.7,4,anticorrelate,,delta_info,-0.0006017334194544643,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,4,anticorrelate,,delta_transfer,0.01221506944699946,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,5,decorrelate,0.3707726255084636,CEhat_ID,0.4167885341597497,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,5,decorrelate,,CE_Q_frozen,0.41603095197031953,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,5,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4244794505276781,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.017573762446875696,
lawful,0.7,5,decorrelate,,delta_info,0.007690916367928402,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,5,decorrelate,,delta_transfer,-0.008448498557358575,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,5,anticorrelate,0.3707726255084636,CEhat_ID,0.4167885341597497,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,5,anticorrelate,,CE_Q_frozen,0.42026718467887797,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,5,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4068756287527342,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01368620160014818,
lawful,0.7,5,anticorrelate,,delta_info,-0.009912905407015504,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,5,anticorrelate,,delta_transfer,0.013391555926143772,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,6,decorrelate,0.3707726255084636,CEhat_ID,0.4110921227460927,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,6,decorrelate,,CE_Q_frozen,0.42203826509440934,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,6,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4602340019561212,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01756045295949587,
lawful,0.7,6,decorrelate,,delta_info,0.049141879210028494,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,6,decorrelate,,delta_transfer,-0.03819573686171185,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,6,anticorrelate,0.3707726255084636,CEhat_ID,0.4110921227460927,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,6,anticorrelate,,CE_Q_frozen,0.42336068963643836,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,6,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.43144762090030425,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.016672093308220674,
lawful,0.7,6,anticorrelate,,delta_info,0.02035549815421156,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,6,anticorrelate,,delta_transfer,-0.008086931263865893,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,7,decorrelate,0.3707726255084636,CEhat_ID,0.42183051693070345,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,7,decorrelate,,CE_Q_frozen,0.4240578014742175,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,7,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4482817243928555,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.010451862283668178,
lawful,0.7,7,decorrelate,,delta_info,0.02645120746215207,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,7,decorrelate,,delta_transfer,-0.024223922918638008,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,7,anticorrelate,0.3707726255084636,CEhat_ID,0.42183051693070345,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,7,anticorrelate,,CE_Q_frozen,0.4252993116863702,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,7,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.44332322272403113,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.001916205736489617,
lawful,0.7,7,anticorrelate,,delta_info,0.021492705793327682,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,7,anticorrelate,,delta_transfer,-0.018023911037660933,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,8,decorrelate,0.3707726255084636,CEhat_ID,0.41887803582810806,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,8,decorrelate,,CE_Q_frozen,0.4168621241146054,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,8,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4323602221157241,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.018267795368296483,
lawful,0.7,8,decorrelate,,delta_info,0.01348218628761605,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.7,8,decorrelate,,delta_transfer,-0.015498098001118732,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.7,8,anticorrelate,0.3707726255084636,CEhat_ID,0.41887803582810806,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.7,8,anticorrelate,,CE_Q_frozen,0.429627200699564,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.7,8,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.43703310058811085,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.016247914872481003,
lawful,0.7,8,anticorrelate,,delta_info,0.01815506476000278,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
